"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","RBI","BB","HP","KK","GD","AVG","PA","SB","CS","SF"
2020,9,50203,"OB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,64086,"OB",1,0,0,0,0,0,2,0,1,0,0,3,0,0,0
2020,9,68211,"OB",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2020,9,66209,"OB",5,0,0,0,0,0,0,0,2,0,0,5,0,1,0
2020,9,67828,"WO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,68346,"WO",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,9,62332,"WO",1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2020,9,50365,"WO",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,9,62353,"WO",2,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2020,9,65362,"WO",4,0,0,0,0,0,2,1,3,0,0,7,0,0,0
2020,9,67365,"WO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,65398,"WO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,63342,"WO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,64260,"SK",4,0,0,0,0,0,0,0,0,0,0,4,0,1,0
2020,9,50848,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,69860,"SK",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2020,9,79847,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,66052,"SK",4,0,0,0,0,0,1,0,1,0,0,5,0,0,0
2020,9,60841,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,61895,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,50859,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,64890,"SK",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2020,9,65869,"SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,63450,"SK",3,0,0,0,0,0,0,0,1,0,0,3,0,0,0
2020,9,69804,"SK",2,0,0,0,0,0,0,0,0,0,0,10,1,0,0
2020,9,69104,"LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,50150,"LG",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,9,68106,"LG",6,0,0,0,0,0,1,0,3,0,0,7,0,0,0
2020,9,64115,"LG",3,0,0,0,0,0,0,0,0,1,0,3,0,0,0
2020,9,79140,"LG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,60339,"NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,78813,"NC",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,9,76118,"NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,60566,"NC",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2020,9,73306,"NC",7,0,0,0,0,0,0,0,5,0,0,8,0,0,1
2020,9,69992,"NC",3,0,0,0,0,0,0,0,3,0,0,3,2,0,0
2020,9,68043,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,64014,"KT",4,0,0,0,0,0,0,0,2,0,0,4,0,0,0
2020,9,63448,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,67063,"KT",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,9,64724,"KT",2,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA
2020,9,64041,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,76757,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,67008,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,65057,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,75340,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,50054,"KT",4,0,0,0,0,0,0,0,1,0,0,4,0,0,0
2020,9,77243,"KT",4,0,0,0,0,0,1,0,3,0,0,6,0,0,1
2020,9,67005,"KT",10,0,0,0,0,1,3,0,2,0,0,13,0,1,0
2020,9,63636,"HT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,65653,"HT",5,0,0,0,0,0,1,0,4,0,0,7,0,1,0
2020,9,78643,"HT",1,0,0,0,0,0,2,0,1,0,0,6,0,0,0
2020,9,69636,"HT",7,0,0,0,0,0,1,0,3,0,0,9,0,0,0
2020,9,66657,"HT",8,0,0,0,0,1,0,0,4,1,0,9,0,0,0
2020,9,62893,"HT",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
2020,9,62908,"HT",2,0,0,0,0,0,2,0,2,0,0,4,0,0,0
2020,9,67449,"SS",1,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2020,9,63435,"SS",4,0,0,0,0,0,0,0,1,0,0,4,0,0,0
2020,9,69418,"SS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,61457,"SS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,9,66707,"HH",7,0,0,0,0,0,0,0,4,0,0,7,0,0,0
2020,9,65522,"LT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
